Frequency in GHz,dB(sub-3\s3_3)
2.395,-10.1438
2.39667,-10.1843
2.39833,-10.2247
2.4,-10.2649
2.40167,-10.305
2.40333,-10.345
2.405,-10.3848
2.40667,-10.4244
2.40833,-10.4639
2.41,-10.5032
2.41167,-10.5422
2.41333,-10.5811
2.415,-10.6198
2.41667,-10.6583
2.41833,-10.6965
2.42,-10.7345
2.42167,-10.7723
2.42333,-10.8098
2.425,-10.8471
2.42667,-10.8841
2.42833,-10.9208
2.43,-10.9572
2.43167,-10.9934
2.43333,-11.0292
2.435,-11.0648
2.43667,-11.1
2.43833,-11.1349
2.44,-11.1694
2.44167,-11.2036
2.44333,-11.2374
2.445,-11.2709
2.44667,-11.304
2.44833,-11.3367
2.45,-11.3691
2.45167,-11.401
2.45333,-11.4325
2.455,-11.4636
2.45667,-11.4943
2.45833,-11.5245
2.46,-11.5542
2.46167,-11.5836
2.46333,-11.6124
2.465,-11.6408
2.46667,-11.6687
2.46833,-11.6961
2.47,-11.723
2.47167,-11.7494
2.47333,-11.7752
2.475,-11.8006
2.47667,-11.8254
2.47833,-11.8497
2.48,-11.8734
2.48167,-11.8966
2.48333,-11.9192
2.485,-11.9412
2.48667,-11.9627
2.48833,-11.9836
2.49,-12.0039
2.49167,-12.0235
2.49333,-12.0426
2.495,-12.0611
2.49667,-12.079
2.49833,-12.0963
2.5,-12.1129
2.50167,-12.1289
2.50333,-12.1443
2.505,-12.159
2.50667,-12.1731
2.50833,-12.1866
2.51,-12.1994
2.51167,-12.2115
2.51333,-12.2231
2.515,-12.2339
2.51667,-12.2441
2.51833,-12.2537
2.52,-12.2626
2.52167,-12.2708
2.52333,-12.2784
2.525,-12.2853
2.52667,-12.2916
2.52833,-12.2972
2.53,-12.3021
2.53167,-12.3064
2.53333,-12.3101
2.535,-12.3131
2.53667,-12.3154
2.53833,-12.3171
2.54,-12.3182
2.54167,-12.3186
2.54333,-12.3183
2.545,-12.3175
2.54667,-12.316
2.54833,-12.3139
2.55,-12.3111
2.55167,-12.3078
2.55333,-12.3038
2.555,-12.2992
2.55667,-12.2941
2.55833,-12.2883
2.56,-12.282
2.56167,-12.275
2.56333,-12.2675
2.565,-12.2594
2.56667,-12.2508
2.56833,-12.2416
2.57,-12.2318
2.57167,-12.2216
2.57333,-12.2107
2.575,-12.1994
2.57667,-12.1875
2.57833,-12.1752
2.58,-12.1623
2.58167,-12.1489
2.58333,-12.1351
2.585,-12.1208
2.58667,-12.106
2.58833,-12.0908
2.59,-12.0751
2.59167,-12.0589
2.59333,-12.0424
2.595,-12.0254
2.59667,-12.008
2.59833,-11.9901
2.6,-11.9719
2.60167,-11.9533
2.60333,-11.9343
2.605,-11.915
2.60667,-11.8953
2.60833,-11.8752
2.61,-11.8548
2.61167,-11.8341
2.61333,-11.813
2.615,-11.7916
2.61667,-11.7699
2.61833,-11.7479
2.62,-11.7256
2.62167,-11.703
2.62333,-11.6801
2.625,-11.657
2.62667,-11.6336
2.62833,-11.61
2.63,-11.5861
2.63167,-11.562
2.63333,-11.5376
2.635,-11.5131
2.63667,-11.4883
2.63833,-11.4633
2.64,-11.4381
2.64167,-11.4127
2.64333,-11.3872
2.645,-11.3614
2.64667,-11.3355
2.64833,-11.3094
2.65,-11.2832
2.65167,-11.2568
2.65333,-11.2303
2.655,-11.2037
2.65667,-11.1769
2.65833,-11.15
2.66,-11.1229
2.66167,-11.0958
2.66333,-11.0685
2.665,-11.0412
2.66667,-11.0138
2.66833,-10.9862
2.67,-10.9586
2.67167,-10.9309
2.67333,-10.9031
2.675,-10.8753
2.67667,-10.8474
2.67833,-10.8194
2.68,-10.7914
2.68167,-10.7633
2.68333,-10.7352
2.685,-10.707
2.68667,-10.6789
2.68833,-10.6506
2.69,-10.6224
2.69167,-10.5941
2.69333,-10.5658
2.695,-10.5375
2.69667,-10.5091
2.69833,-10.4808
2.7,-10.4525
2.70167,-10.4241
2.70333,-10.3958
2.705,-10.3674
2.70667,-10.3391
2.70833,-10.3108
2.71,-10.2824
2.71167,-10.2541
2.71333,-10.2259
2.715,-10.1976
2.71667,-10.1694
2.71833,-10.1412
2.72,-10.113
2.72167,-10.0848
2.72333,-10.0567
2.725,-10.0287
2.72667,-10.0006
2.72833,-9.97263
2.73,-9.94468
2.73167,-9.91677
2.73333,-9.88891
2.735,-9.8611
2.73667,-9.83334
2.73833,-9.80563
2.74,-9.77798
2.74167,-9.75038
2.74333,-9.72284
2.745,-9.69536
2.74667,-9.66793
2.74833,-9.64057
2.75,-9.61328
2.75167,-9.58605
2.75333,-9.55888
2.755,-9.53178
2.75667,-9.50475
2.75833,-9.47779
2.76,-9.4509
2.76167,-9.42408
2.76333,-9.39734
2.765,-9.37066
2.76667,-9.34407
2.76833,-9.31755
2.77,-9.2911
2.77167,-9.26473
2.77333,-9.23844
2.775,-9.21223
2.77667,-9.1861
2.77833,-9.16005
2.78,-9.13408
2.78167,-9.1082
2.78333,-9.08239
2.785,-9.05667
2.78667,-9.03103
2.78833,-9.00547
2.79,-8.98
2.79167,-8.95462
2.79333,-8.92932
2.795,-8.9041
2.79667,-8.87897
2.79833,-8.85393
2.8,-8.82897
2.80167,-8.80411
2.80333,-8.77933
2.805,-8.75463
2.80667,-8.73003
2.80833,-8.70551
2.81,-8.68108
2.81167,-8.65674
2.81333,-8.63249
2.815,-8.60833
2.81667,-8.58426
2.81833,-8.56027
2.82,-8.53638
2.82167,-8.51257
2.82333,-8.48886
2.825,-8.46523
2.82667,-8.4417
2.82833,-8.41825
2.83,-8.39489
2.83167,-8.37163
2.83333,-8.34845
2.835,-8.32536
2.83667,-8.30236
2.83833,-8.27945
2.84,-8.25664
2.84167,-8.23391
2.84333,-8.21127
2.845,-8.18872
2.84667,-8.16626
2.84833,-8.14388
2.85,-8.1216
2.85167,-8.09941
2.85333,-8.0773
2.855,-8.05529
2.85667,-8.03336
2.85833,-8.01152
2.86,-7.98977
2.86167,-7.9681
2.86333,-7.94653
2.865,-7.92504
2.86667,-7.90364
2.86833,-7.88233
2.87,-7.8611
2.87167,-7.83996
2.87333,-7.81891
2.875,-7.79794
2.87667,-7.77706
2.87833,-7.75627
2.88,-7.73556
2.88167,-7.71494
2.88333,-7.6944
2.885,-7.67394
2.88667,-7.65358
2.88833,-7.63329
2.89,-7.61309
2.89167,-7.59298
2.89333,-7.57294
2.895,-7.553
2.89667,-7.53313
2.89833,-7.51335
2.9,-7.49365
2.90167,-7.47403
2.90333,-7.45449
2.905,-7.43504
2.90667,-7.41567
2.90833,-7.39638
2.91,-7.37717
2.91167,-7.35804
2.91333,-7.33899
2.915,-7.32002
2.91667,-7.30113
2.91833,-7.28232
2.92,-7.26359
2.92167,-7.24493
2.92333,-7.22636
2.925,-7.20786
2.92667,-7.18944
2.92833,-7.1711
2.93,-7.15284
2.93167,-7.13465
2.93333,-7.11654
2.935,-7.09851
2.93667,-7.08055
2.93833,-7.06266
2.94,-7.04486
2.94167,-7.02712
2.94333,-7.00947
2.945,-6.99188
2.94667,-6.97437
2.94833,-6.95694
2.95,-6.93957
2.95167,-6.92228
2.95333,-6.90507
2.955,-6.88792
2.95667,-6.87085
2.95833,-6.85385
2.96,-6.83692
2.96167,-6.82006
2.96333,-6.80327
2.965,-6.78655
2.96667,-6.76991
2.96833,-6.75333
2.97,-6.73682
2.97167,-6.72038
2.97333,-6.70401
2.975,-6.68771
2.97667,-6.67148
2.97833,-6.65531
2.98,-6.63921
2.98167,-6.62318
2.98333,-6.60722
2.985,-6.59132
2.98667,-6.57549
2.98833,-6.55973
2.99,-6.54403
2.99167,-6.52839
2.99333,-6.51282
2.995,-6.49732
2.99667,-6.48188
2.99833,-6.46651
3,-6.45119
