Frequency in GHz,dB(sub-3\s3_3)
2.16833,-2.5111
2.17,-2.53185
2.17167,-2.55269
2.17333,-2.57364
2.175,-2.59469
2.17667,-2.61583
2.17833,-2.63707
2.18,-2.6584
2.18167,-2.67982
2.18333,-2.70134
2.185,-2.72294
2.18667,-2.74463
2.18833,-2.7664
2.19,-2.78825
2.19167,-2.81019
2.19333,-2.8322
2.195,-2.85428
2.19667,-2.87644
2.19833,-2.89867
2.2,-2.92096
2.20167,-2.94333
2.20333,-2.96575
2.205,-2.98823
2.20667,-3.01077
2.20833,-3.03336
2.21,-3.05601
2.21167,-3.0787
2.21333,-3.10144
2.215,-3.12422
2.21667,-3.14703
2.21833,-3.16988
2.22,-3.19277
2.22167,-3.21568
2.22333,-3.23861
2.225,-3.26157
2.22667,-3.28454
2.22833,-3.30753
2.23,-3.33052
2.23167,-3.35353
2.23333,-3.37653
2.235,-3.39953
2.23667,-3.42252
2.23833,-3.4455
2.24,-3.46847
2.24167,-3.49142
2.24333,-3.51435
2.245,-3.53724
2.24667,-3.56011
2.24833,-3.58293
2.25,-3.60572
2.25167,-3.62845
2.25333,-3.65114
2.255,-3.67377
2.25667,-3.69634
2.25833,-3.71884
2.26,-3.74128
2.26167,-3.76364
2.26333,-3.78591
2.265,-3.8081
2.26667,-3.83021
2.26833,-3.85221
2.27,-3.87412
2.27167,-3.89591
2.27333,-3.9176
2.275,-3.93917
2.27667,-3.96062
2.27833,-3.98195
2.28,-4.00314
2.28167,-4.02419
2.28333,-4.04511
2.285,-4.06587
2.28667,-4.08649
2.28833,-4.10694
2.29,-4.12724
2.29167,-4.14736
2.29333,-4.16731
2.295,-4.18709
2.29667,-4.20668
2.29833,-4.22608
2.3,-4.2453
2.30167,-4.26431
2.30333,-4.28312
2.305,-4.30172
2.30667,-4.32012
2.30833,-4.33829
2.31,-4.35625
2.31167,-4.37398
2.31333,-4.39147
2.315,-4.40874
2.31667,-4.42577
2.31833,-4.44255
2.32,-4.45909
2.32167,-4.47537
2.32333,-4.49141
2.325,-4.50718
2.32667,-4.52269
2.32833,-4.53794
2.33,-4.55292
2.33167,-4.56763
2.33333,-4.58206
2.335,-4.59621
2.33667,-4.61009
2.33833,-4.62368
2.34,-4.63698
2.34167,-4.65
2.34333,-4.66272
2.345,-4.67515
2.34667,-4.68729
2.34833,-4.69913
2.35,-4.71067
2.35167,-4.72191
2.35333,-4.73284
2.355,-4.74348
2.35667,-4.7538
2.35833,-4.76383
2.36,-4.77354
2.36167,-4.78295
2.36333,-4.79205
2.365,-4.80084
2.36667,-4.80932
2.36833,-4.8175
2.37,-4.82536
2.37167,-4.83291
2.37333,-4.84015
2.375,-4.84708
2.37667,-4.8537
2.37833,-4.86001
2.38,-4.86602
2.38167,-4.87171
2.38333,-4.8771
2.385,-4.88217
2.38667,-4.88694
2.38833,-4.89141
2.39,-4.89557
2.39167,-4.89943
2.39333,-4.90298
2.395,-4.90623
2.39667,-4.90918
2.39833,-4.91183
2.4,-4.91418
2.40167,-4.91623
2.40333,-4.91799
2.405,-4.91946
2.40667,-4.92063
2.40833,-4.9215
2.41,-4.92209
2.41167,-4.92239
2.41333,-4.9224
2.415,-4.92213
2.41667,-4.92157
2.41833,-4.92073
2.42,-4.91961
2.42167,-4.91821
2.42333,-4.91654
2.425,-4.91458
2.42667,-4.91236
2.42833,-4.90986
2.43,-4.9071
2.43167,-4.90406
2.43333,-4.90076
2.435,-4.8972
2.43667,-4.89338
2.43833,-4.8893
2.44,-4.88496
2.44167,-4.88037
2.44333,-4.87553
2.445,-4.87044
2.44667,-4.8651
2.44833,-4.85952
2.45,-4.85371
2.45167,-4.84765
2.45333,-4.84136
2.455,-4.83484
2.45667,-4.82809
2.45833,-4.82112
2.46,-4.81393
2.46167,-4.80652
2.46333,-4.7989
2.465,-4.79106
2.46667,-4.78302
2.46833,-4.77478
2.47,-4.76634
2.47167,-4.7577
2.47333,-4.74887
2.475,-4.73986
2.47667,-4.73066
2.47833,-4.72128
2.48,-4.71173
2.48167,-4.70201
2.48333,-4.69212
2.485,-4.68206
2.48667,-4.67185
2.48833,-4.66149
2.49,-4.65098
2.49167,-4.64032
2.49333,-4.62952
2.495,-4.61858
2.49667,-4.60751
2.49833,-4.59631
2.5,-4.58499
2.50167,-4.57355
2.50333,-4.56199
2.505,-4.55032
2.50667,-4.53854
2.50833,-4.52666
2.51,-4.51468
2.51167,-4.5026
2.51333,-4.49043
2.515,-4.47818
2.51667,-4.46584
2.51833,-4.45341
2.52,-4.44091
2.52167,-4.42834
2.52333,-4.4157
2.525,-4.40299
2.52667,-4.39022
2.52833,-4.37739
2.53,-4.36451
2.53167,-4.35157
2.53333,-4.33858
2.535,-4.32555
2.53667,-4.31248
2.53833,-4.29936
2.54,-4.28621
2.54167,-4.27302
2.54333,-4.2598
2.545,-4.24655
2.54667,-4.23328
2.54833,-4.21998
2.55,-4.20666
2.55167,-4.19332
2.55333,-4.17997
2.555,-4.16661
2.55667,-4.15323
2.55833,-4.13984
2.56,-4.12645
2.56167,-4.11305
2.56333,-4.09965
2.565,-4.08625
2.56667,-4.07286
2.56833,-4.05946
2.57,-4.04607
2.57167,-4.03269
2.57333,-4.01932
2.575,-4.00595
2.57667,-3.9926
2.57833,-3.97927
2.58,-3.96595
2.58167,-3.95264
2.58333,-3.93936
2.585,-3.92609
2.58667,-3.91285
2.58833,-3.89963
2.59,-3.88643
2.59167,-3.87326
2.59333,-3.86011
2.595,-3.847
2.59667,-3.83391
2.59833,-3.82085
2.6,-3.80782
2.60167,-3.79482
2.60333,-3.78186
2.605,-3.76893
2.60667,-3.75604
2.60833,-3.74318
2.61,-3.73035
2.61167,-3.71757
2.61333,-3.70482
2.615,-3.69211
2.61667,-3.67944
2.61833,-3.66682
2.62,-3.65423
2.62167,-3.64168
2.62333,-3.62918
2.625,-3.61672
2.62667,-3.6043
2.62833,-3.59193
2.63,-3.5796
2.63167,-3.56732
2.63333,-3.55508
2.635,-3.54288
2.63667,-3.53074
2.63833,-3.51864
2.64,-3.50659
2.64167,-3.49458
2.64333,-3.48262
2.645,-3.47071
2.64667,-3.45885
2.64833,-3.44704
2.65,-3.43528
2.65167,-3.42356
2.65333,-3.4119
2.655,-3.40028
2.65667,-3.38872
2.65833,-3.3772
2.66,-3.36574
2.66167,-3.35433
2.66333,-3.34296
2.665,-3.33165
2.66667,-3.32039
2.66833,-3.30917
2.67,-3.29801
2.67167,-3.2869
2.67333,-3.27585
2.675,-3.26484
2.67667,-3.25388
2.67833,-3.24298
2.68,-3.23213
2.68167,-3.22132
2.68333,-3.21057
2.685,-3.19988
2.68667,-3.18923
2.68833,-3.17863
2.69,-3.16809
2.69167,-3.15759
2.69333,-3.14715
2.695,-3.13676
2.69667,-3.12642
2.69833,-3.11613
2.7,-3.10589
2.70167,-3.09571
2.70333,-3.08557
2.705,-3.07548
2.70667,-3.06545
2.70833,-3.05547
2.71,-3.04553
2.71167,-3.03565
2.71333,-3.02582
2.715,-3.01603
2.71667,-3.0063
2.71833,-2.99662
2.72,-2.98698
2.72167,-2.9774
2.72333,-2.96787
2.725,-2.95838
2.72667,-2.94895
2.72833,-2.93956
2.73,-2.93022
2.73167,-2.92093
2.73333,-2.91169
2.735,-2.9025
2.73667,-2.89336
2.73833,-2.88426
2.74,-2.87522
2.74167,-2.86622
2.74333,-2.85726
2.745,-2.84836
2.74667,-2.8395
2.74833,-2.83069
2.75,-2.82193
2.75167,-2.81321
2.75333,-2.80454
2.755,-2.79591
2.75667,-2.78733
2.75833,-2.7788
2.76,-2.77031
2.76167,-2.76187
2.76333,-2.75347
2.765,-2.74512
2.76667,-2.73682
2.76833,-2.72855
2.77,-2.72034
2.77167,-2.71216
2.77333,-2.70403
2.775,-2.69595
2.77667,-2.68791
2.77833,-2.67991
2.78,-2.67195
2.78167,-2.66404
2.78333,-2.65617
2.785,-2.64834
2.78667,-2.64056
2.78833,-2.63282
2.79,-2.62512
2.79167,-2.61746
2.79333,-2.60984
2.795,-2.60226
2.79667,-2.59473
2.79833,-2.58723
2.8,-2.57978
2.80167,-2.57237
2.80333,-2.56499
2.805,-2.55766
2.80667,-2.55037
2.80833,-2.54311
2.81,-2.5359
2.81167,-2.52872
2.81333,-2.52159
2.815,-2.51449
2.81667,-2.50743
2.81833,-2.50041
2.82,-2.49343
2.82167,-2.48648
2.82333,-2.47958
2.825,-2.47271
2.82667,-2.46588
2.82833,-2.45908
2.83,-2.45232
2.83167,-2.4456
2.83333,-2.43892
2.835,-2.43227
2.83667,-2.42565
2.83833,-2.41908
2.84,-2.41254
2.84167,-2.40603
2.84333,-2.39956
2.845,-2.39312
2.84667,-2.38672
2.84833,-2.38036
2.85,-2.37402
2.85167,-2.36773
2.85333,-2.36146
2.855,-2.35523
2.85667,-2.34904
2.85833,-2.34288
2.86,-2.33675
2.86167,-2.33065
2.86333,-2.32459
2.865,-2.31856
2.86667,-2.31256
2.86833,-2.3066
2.87,-2.30066
2.87167,-2.29476
2.87333,-2.28889
2.875,-2.28305
2.87667,-2.27725
2.87833,-2.27147
2.88,-2.26573
2.88167,-2.26002
2.88333,-2.25433
2.885,-2.24868
2.88667,-2.24306
2.88833,-2.23747
2.89,-2.23191
2.89167,-2.22638
2.89333,-2.22087
2.895,-2.2154
2.89667,-2.20996
2.89833,-2.20454
2.9,-2.19916
2.90167,-2.1938
2.90333,-2.18848
2.905,-2.18318
2.90667,-2.17791
2.90833,-2.17266
2.91,-2.16745
2.91167,-2.16226
2.91333,-2.1571
2.915,-2.15197
2.91667,-2.14687
2.91833,-2.14179
2.92,-2.13674
2.92167,-2.13172
2.92333,-2.12672
2.925,-2.12175
2.92667,-2.11681
2.92833,-2.11189
2.93,-2.107
2.93167,-2.10213
2.93333,-2.09729
2.935,-2.09248
2.93667,-2.08769
2.93833,-2.08293
2.94,-2.07819
2.94167,-2.07348
2.94333,-2.06879
2.945,-2.06413
2.94667,-2.05949
2.94833,-2.05487
2.95,-2.05028
2.95167,-2.04572
2.95333,-2.04118
2.955,-2.03666
2.95667,-2.03216
2.95833,-2.02769
2.96,-2.02325
2.96167,-2.01882
2.96333,-2.01442
2.965,-2.01005
2.96667,-2.00569
2.96833,-2.00136
2.97,-1.99705
2.97167,-1.99277
2.97333,-1.9885
2.975,-1.98426
2.97667,-1.98004
2.97833,-1.97584
2.98,-1.97167
2.98167,-1.96752
2.98333,-1.96338
2.985,-1.95927
2.98667,-1.95519
2.98833,-1.95112
2.99,-1.94707
2.99167,-1.94305
2.99333,-1.93904
2.995,-1.93506
2.99667,-1.9311
2.99833,-1.92715
3,-1.92323
