2
Frequency=2450(MHz)

Phi	Theta	E Total. dB
0.049087385212	-0.3926990817	-6.78911433236608
0.049087385212	-0.34361169649	-7.88207625119335
0.049087385212	-0.29452431127	-8.68602514325785
0.049087385212	-0.24543692606	-9.0073507767875
0.049087385212	-0.19634954085	-8.88635806507251
0.049087385212	-0.14726215564	-8.55421095942075
0.049087385212	-0.09817477042	-8.21988434373968
0.049087385212	-0.049087385212	-7.98506362471488
0.049087385212	0	-7.84874075124734
0.049087385212	0.049087385212	-7.74687137370305
0.049087385212	0.09817477042	-7.58259576505207
0.049087385212	0.14726215564	-7.27133307569156
0.049087385212	0.19634954085	-6.79602400567043
0.049087385212	0.24543692606	-6.20502316585117
0.049087385212	0.29452431127	-5.57561064137646
0.049087385212	0.34361169649	-4.98067276966837
0.049087385212	0.3926990817	-4.46501341900675
0.049087385212	0.44178646691	-4.0470797072734
0.049087385212	0.49087385212	-3.73044970533501
0.049087385212	0.5399612373	-3.51596217292696
0.049087385212	0.5890486225	-3.39865423698312
0.049087385212	0.6381360078	-3.38454870297134
0.049087385212	0.687223393	-3.47833690509301
0.049087385212	0.7363107782	-3.69601886329106
0.049087385212	0.7853981634	-4.04975005685135
0.049087385212	0.8344855486	-4.55071121035201
0.049087385212	0.8835729338	-5.20838986043204
0.049087385212	0.932660319	-6.02205993507425
0.049087385212	0.9817477042	-6.98558669212246
0.049087385212	1.0308350895	-8.07896139793095
0.049087385212	1.0799224747	-9.28311597080345
0.049087385212	1.1290098599	-10.5707820725528
0.049087385212	1.1780972451	-11.9277498258133
0.049087385212	1.2271846303	-13.3384110009207
0.049087385212	1.2762720155	-14.781370456274
0.049087385212	1.3253594007	-16.1220776209752
0.049087385212	1.3744467859	-17.0167863344535
0.049087385212	1.4235341712	-16.9843906586331
0.049087385212	1.4726215564	-15.913454614315
0.049087385212	1.5217089416	-14.25347133391
0.049087385212	1.5707963268	-12.4781651750303
0.049087385212	1.619883712	-10.8129041468384
0.049087385212	1.6689710972	-9.3449117426369
0.049087385212	1.7180584824	-8.10553194186067
0.049087385212	1.7671458676	-7.09777949755336
0.049087385212	1.8162332529	-6.32590788360203
0.049087385212	1.8653206381	-5.78320970482916
0.049087385212	1.9144080233	-5.45986899933952
0.049087385212	1.9634954085	-5.33116914035915
0.049087385212	2.0125827937	-5.35751971855396
0.049087385212	2.0616701789	-5.49022342681649
0.049087385212	2.1107575641	-5.65843686643558
0.049087385212	2.1598449493	-5.80710839786943
0.049087385212	2.2089323346	-5.91000503629877
0.049087385212	2.2580197198	-5.99517645512722
0.049087385212	2.307107105	-6.13674933234628
0.049087385212	2.3561944902	-6.42364734726783
0.049087385212	2.4052818754	-6.94823970498846
0.049087385212	2.4543692606	-7.77906956482069
0.049087385212	2.5034566458	-8.9437530251825
0.049087385212	2.552544031	-10.3425254151868
0.049087385212	2.6016314163	-11.5590633692724
0.049087385212	2.6507188015	-11.8466114444198
0.049087385212	2.6998061867	-10.9981342168114
0.049087385212	2.7488935719	-9.7213369172939
0.049087385212	2.7979809571	-8.63148039526665
0.049087385212	2.8470683423	-7.97534045735207
0.049087385212	2.8961557275	-7.81727375932032
0.049087385212	2.9452431127	-8.16395205345935
0.049087385212	2.994330498	-8.94874410289062
0.049087385212	3.0434178832	-9.84862996848352
0.049087385212	3.0925052684	-10.0059893912362
0.049087385212	3.1415926536	-8.68506539562923
0.09817477042	-3.1415926536	-8.68559293310851
0.09817477042	-3.0925052684	-6.53418167552871
0.09817477042	-3.0434178832	-4.32647414660553
0.09817477042	-2.994330498	-2.43017695085682
0.09817477042	-2.9452431127	-0.908675786933496
0.09817477042	-2.8961557275	0.262778775437272
0.09817477042	-2.8470683423	1.12175792926428
0.09817477042	-2.7979809571	1.70269997987134
0.09817477042	-2.7488935719	2.03641961475906
0.09817477042	-2.6998061867	2.14784740618296
0.09817477042	-2.6507188015	2.06326274680899
0.09817477042	-2.6016314163	1.80909397458299
0.09817477042	-2.552544031	1.41684176683945
0.09817477042	-2.5034566458	0.923710385520087
0.09817477042	-2.4543692606	0.371033459349798
0.09817477042	-2.4052818754	-0.200872540248954
0.09817477042	-2.3561944902	-0.759690541617877
0.09817477042	-2.307107105	-1.29641226678558
0.09817477042	-2.2580197198	-1.82463235259996
0.09817477042	-2.2089323346	-2.3797569860408
0.09817477042	-2.1598449493	-3.00565606554373
0.09817477042	-2.1107575641	-3.7420909654944
0.09817477042	-2.0616701789	-4.6100102953199
0.09817477042	-2.0125827937	-5.59743642946856
0.09817477042	-1.9634954085	-6.63817593440642
0.09817477042	-1.9144080233	-7.59711790197366
0.09817477042	-1.8653206381	-8.2983648365065
0.09817477042	-1.8162332529	-8.63778763728141
0.09817477042	-1.7671458676	-8.691697819654
0.09817477042	-1.7180584824	-8.66367425490136
0.09817477042	-1.6689710972	-8.7462076671463
0.09817477042	-1.619883712	-9.0674711478887
0.09817477042	-1.5707963268	-9.6801654476624
0.09817477042	-1.5217089416	-10.5486228806421
0.09817477042	-1.4726215564	-11.4756325361543
0.09817477042	-1.4235341712	-12.0470052447999
0.09817477042	-1.3744467859	-11.8544521971095
0.09817477042	-1.3253594007	-10.9789978077034
0.09817477042	-1.2762720155	-9.8679813258162
0.09817477042	-1.2271846303	-8.86058037735749
0.09817477042	-1.1780972451	-8.07338452169023
0.09817477042	-1.1290098599	-7.49601931798651
0.09817477042	-1.0799224747	-7.05840030878444
0.09817477042	-1.0308350895	-6.65809087011432
0.09817477042	-0.9817477042	-6.2054967043792
0.09817477042	-0.932660319	-5.65963136095874
0.09817477042	-0.8835729338	-5.048867269371
0.09817477042	-0.8344855486	-4.44067174501662
0.09817477042	-0.7853981634	-3.91776365112679
0.09817477042	-0.7363107782	-3.54512513180517
0.09817477042	-0.687223393	-3.36419951526467
0.09817477042	-0.6381360078	-3.4036499748324
0.09817477042	-0.5890486225	-3.67541274986669
0.09817477042	-0.5399612373	-4.18493862589356
0.09817477042	-0.49087385212	-4.92107019463796
0.09817477042	-0.44178646691	-5.84592389400182
0.09817477042	-0.3926990817	-6.87579077041806
0.09817477042	-0.34361169649	-7.8514188735978
0.09817477042	-0.29452431127	-8.56696828383543
0.09817477042	-0.24543692606	-8.86911947394875
0.09817477042	-0.19634954085	-8.79593167461412
0.09817477042	-0.14726215564	-8.52572343469154
0.09817477042	-0.09817477042	-8.23256242156778
0.09817477042	-0.049087385212	-8.00599458321677
0.09817477042	0	-7.84971167157995
0.09817477042	0.049087385212	-7.70587174718707
0.09817477042	0.09817477042	-7.49718735700938
0.09817477042	0.14726215564	-7.1574412978083
0.09817477042	0.19634954085	-6.68304952553647
0.09817477042	0.24543692606	-6.11246637202697
0.09817477042	0.29452431127	-5.51838094575379
0.09817477042	0.34361169649	-4.95817990653823
0.09817477042	0.3926990817	-4.47222205956196
0.09817477042	0.44178646691	-4.07392073028061
0.09817477042	0.49087385212	-3.76789786660141
0.09817477042	0.5399612373	-3.55047534860125
0.09817477042	0.5890486225	-3.4208288881533
0.09817477042	0.6381360078	-3.37984368980798
0.09817477042	0.687223393	-3.43963137961129
0.09817477042	0.7363107782	-3.60899572343951
0.09817477042	0.7853981634	-3.90618869525485
0.09817477042	0.8344855486	-4.34283327409205
0.09817477042	0.8835729338	-4.92667385642738
0.09817477042	0.932660319	-5.66193719396357
0.09817477042	0.9817477042	-6.54127179097516
0.09817477042	1.0308350895	-7.55405358596496
0.09817477042	1.0799224747	-8.68069044383898
0.09817477042	1.1290098599	-9.8936645594547
0.09817477042	1.1780972451	-11.1671074306216
0.09817477042	1.2271846303	-12.4647622437012
0.09817477042	1.2762720155	-13.7269488667862
0.09817477042	1.3253594007	-14.8384119353888
0.09817477042	1.3744467859	-15.596327785514
0.09817477042	1.4235341712	-15.7494862675784
0.09817477042	1.4726215564	-15.1769328819289
0.09817477042	1.5217089416	-14.0073487231913
0.09817477042	1.5707963268	-12.5304219297619
0.09817477042	1.619883712	-10.9824209218661
0.09817477042	1.6689710972	-9.51502789683929
0.09817477042	1.7180584824	-8.21245437849786
0.09817477042	1.7671458676	-7.11941787810109
0.09817477042	1.8162332529	-6.257529972851
0.09817477042	1.8653206381	-5.6312563537227
0.09817477042	1.9144080233	-5.23535678470326
0.09817477042	1.9634954085	-5.05104044384568
0.09817477042	2.0125827937	-5.0448928085383
0.09817477042	2.0616701789	-5.16719169237533
0.09817477042	2.1107575641	-5.34784448459423
0.09817477042	2.1598449493	-5.52359816370064
0.09817477042	2.2089323346	-5.65452334059375
0.09817477042	2.2580197198	-5.75294572812232
0.09817477042	2.307107105	-5.88091343758475
0.09817477042	2.3561944902	-6.13137387236502
0.09817477042	2.4052818754	-6.59823224511651
0.09817477042	2.4543692606	-7.35823945090698
0.09817477042	2.5034566458	-8.45351883357996
0.09817477042	2.552544031	-9.83738655872837
0.09817477042	2.6016314163	-11.1936606283467
0.09817477042	2.6507188015	-11.8116984355136
0.09817477042	2.6998061867	-11.2253994968107
0.09817477042	2.7488935719	-9.99680927679171
0.09817477042	2.7979809571	-8.84476331387618
0.09817477042	2.8470683423	-8.09685936244974
0.09817477042	2.8961557275	-7.8447131626138
0.09817477042	2.9452431127	-8.10112842537505
0.09817477042	2.994330498	-8.80607118619995
0.09817477042	3.0434178832	-9.66932092672327
0.09817477042	3.0925052684	-9.89292559956935
0.09817477042	3.1415926536	-8.68559293310851
0.14726215564	-3.1415926536	-8.68482832516781
0.14726215564	-3.0925052684	-6.57804904584519
0.14726215564	-3.0434178832	-4.35495080695014
0.14726215564	-2.994330498	-2.42265159311811
0.14726215564	-2.9452431127	-0.860562826870651
0.14726215564	-2.8961557275	0.350428286560083
0.14726215564	-2.8470683423	1.24701997687539
0.14726215564	-2.7979809571	1.86525594983032
0.14726215564	-2.7488935719	2.23610352553773
0.14726215564	-2.6998061867	2.38678177742035
0.14726215564	-2.6507188015	2.34298583926199
0.14726215564	-2.6016314163	2.13104702140957
0.14726215564	-2.552544031	1.78300375997803
0.14726215564	-2.5034566458	1.33300116989865
0.14726215564	-2.4543692606	0.820527804143783
0.14726215564	-2.4052818754	0.281892005946448
0.14726215564	-2.3561944902	-0.254278005466555
0.14726215564	-2.307107105	-0.778615157723352
0.14726215564	-2.2580197198	-1.30299485813652
0.14726215564	-2.2089323346	-1.85532556360162
0.14726215564	-2.1598449493	-2.47148307631075
0.14726215564	-2.1107575641	-3.18421589302927
0.14726215564	-2.0616701789	-4.00403148720914
0.14726215564	-2.0125827937	-4.91647094354825
0.14726215564	-1.9634954085	-5.85761374452574
0.14726215564	-1.9144080233	-6.7106705869529
0.14726215564	-1.8653206381	-7.34516767322337
0.14726215564	-1.8162332529	-7.6948622649999
0.14726215564	-1.7671458676	-7.82102261829797
0.14726215564	-1.7180584824	-7.88303325554751
0.14726215564	-1.6689710972	-8.0409584813067
0.14726215564	-1.619883712	-8.40216094849602
0.14726215564	-1.5707963268	-9.01379793915797
0.14726215564	-1.5217089416	-9.83635488591135
0.14726215564	-1.4726215564	-10.7020350756543
0.14726215564	-1.4235341712	-11.2681907855584
0.14726215564	-1.3744467859	-11.2090691035722
0.14726215564	-1.3253594007	-10.5464235061803
0.14726215564	-1.2762720155	-9.63758733071707
0.14726215564	-1.2271846303	-8.78124718599668
0.14726215564	-1.1780972451	-8.10944646822409
0.14726215564	-1.1290098599	-7.62768805231185
0.14726215564	-1.0799224747	-7.27235937835509
0.14726215564	-1.0308350895	-6.94186155481583
0.14726215564	-0.9817477042	-6.54594768711485
0.14726215564	-0.932660319	-6.03841832095338
0.14726215564	-0.8835729338	-5.44479349225355
0.14726215564	-0.8344855486	-4.84373966221454
0.14726215564	-0.7853981634	-4.3188697331728
0.14726215564	-0.7363107782	-3.93937628283095
0.14726215564	-0.687223393	-3.74766402557785
0.14726215564	-0.6381360078	-3.76924564803669
0.14726215564	-0.5890486225	-4.01386536598841
0.14726215564	-0.5399612373	-4.4823621046272
0.14726215564	-0.49087385212	-5.15503210087485
0.14726215564	-0.44178646691	-5.99163023645072
0.14726215564	-0.3926990817	-6.90669192607052
0.14726215564	-0.34361169649	-7.76450120588587
0.14726215564	-0.29452431127	-8.39584950542649
0.14726215564	-0.24543692606	-8.69110900926801
0.14726215564	-0.19634954085	-8.67314312895398
0.14726215564	-0.14726215564	-8.47719711591918
0.14726215564	-0.09817477042	-8.2362134419196
0.14726215564	-0.049087385212	-8.02495946672561
0.14726215564	0	-7.84891368514591
0.14726215564	0.049087385212	-7.66289080437247
0.14726215564	0.09817477042	-7.40692901663142
0.14726215564	0.14726215564	-7.03743583791345
0.14726215564	0.19634954085	-6.55681772574223
0.14726215564	0.24543692606	-6.00480528593233
0.14726215564	0.29452431127	-5.44384781187209
0.14726215564	0.34361169649	-4.9198153532796
0.14726215564	0.3926990817	-4.46556714654651
0.14726215564	0.44178646691	-4.09406358021253
0.14726215564	0.49087385212	-3.80349079927074
0.14726215564	0.5399612373	-3.59076385613947
0.14726215564	0.5890486225	-3.45287571608693
0.14726215564	0.6381360078	-3.39241294734202
0.14726215564	0.687223393	-3.41693802209834
0.14726215564	0.7363107782	-3.54278096864466
0.14726215564	0.7853981634	-3.78216065057583
0.14726215564	0.8344855486	-4.15107630587406
0.14726215564	0.8835729338	-4.65889931035185
0.14726215564	0.932660319	-5.30884272507894
0.14726215564	0.9817477042	-6.10078745077007
0.14726215564	1.0308350895	-7.02436183906089
0.14726215564	1.0799224747	-8.05817747939331
0.14726215564	1.1290098599	-9.17429413780583
0.14726215564	1.1780972451	-10.3285067092698
0.14726215564	1.2271846303	-11.4586850641084
0.14726215564	1.2762720155	-12.4826268347204
0.14726215564	1.3253594007	-13.3034328440795
0.14726215564	1.3744467859	-13.8326734292078
0.14726215564	1.4235341712	-13.9962342153787
0.14726215564	1.4726215564	-13.7487516119866
0.14726215564	1.5217089416	-13.0757290567491
0.14726215564	1.5707963268	-12.0341831632593
0.14726215564	1.619883712	-10.7556425037481
0.14726215564	1.6689710972	-9.403741036079
0.14726215564	1.7180584824	-8.11746087834637
0.14726215564	1.7671458676	-6.99036504669675
0.14726215564	1.8162332529	-6.07263554583593
0.14726215564	1.8653206381	-5.39238698660362
0.14726215564	1.9144080233	-4.9462334785545
0.14726215564	1.9634954085	-4.72338850421274
0.14726215564	2.0125827937	-4.69581667518066
0.14726215564	2.0616701789	-4.8128443965756
0.14726215564	2.1107575641	-5.00980639687759
0.14726215564	2.1598449493	-5.21349043809423
0.14726215564	2.2089323346	-5.37554162349997
0.14726215564	2.2580197198	-5.49139919027578
0.14726215564	2.307107105	-5.61518616490367
0.14726215564	2.3561944902	-5.83684629725365
0.14726215564	2.4052818754	-6.25373248156738
0.14726215564	2.4543692606	-6.95048658952294
0.14726215564	2.5034566458	-7.98413937166324
0.14726215564	2.552544031	-9.33194085199263
0.14726215564	2.6016314163	-10.7693677670672
0.14726215564	2.6507188015	-11.657800940254
0.14726215564	2.6998061867	-11.354534496496
0.14726215564	2.7488935719	-10.2166060317686
0.14726215564	2.7979809571	-9.02742668066176
0.14726215564	2.8470683423	-8.1990851819957
0.14726215564	2.8961557275	-7.85988313830275
0.14726215564	2.9452431127	-8.03153226123594
0.14726215564	2.994330498	-8.66239737637594
0.14726215564	3.0434178832	-9.49456696089562
0.14726215564	3.0925052684	-9.78035729872989
0.14726215564	3.1415926536	-8.68482832516781
0.19634954085	-3.1415926536	-8.68571632671302
0.19634954085	-3.0925052684	-6.62695093969145
0.19634954085	-3.0434178832	-4.38962367671402
0.19634954085	-2.994330498	-2.42195196495533
0.19634954085	-2.9452431127	-0.820605870801993
0.19634954085	-2.8961557275	0.429436667015925
0.19634954085	-2.8470683423	1.3634836708496
0.19634954085	-2.7979809571	2.01968368050479
0.19634954085	-2.7488935719	2.42928139234371
0.19634954085	-2.6998061867	2.61915968463733
0.19634954085	-2.6507188015	2.61629926197217
0.19634954085	-2.6016314163	2.44747977199909
0.19634954085	-2.552544031	2.14376026899243
0.19634954085	-2.5034566458	1.73651938071137
0.19634954085	-2.4543692606	1.26313771911883
0.19634954085	-2.4052818754	0.756857914303278
0.19634954085	-2.3561944902	0.242472368872173
0.19634954085	-2.307107105	-0.270234823155003
0.19634954085	-2.2580197198	-0.78959450642121
0.19634954085	-2.2089323346	-1.3372840930206
0.19634954085	-2.1598449493	-1.94352612207663
0.19634954085	-2.1107575641	-2.62997550927272
0.19634954085	-2.0616701789	-3.40479018017334
0.19634954085	-2.0125827937	-4.24554303108307
0.19634954085	-1.9634954085	-5.09675113552484
0.19634954085	-1.9144080233	-5.8590592659384
0.19634954085	-1.8653206381	-6.43900749794095
0.19634954085	-1.8162332529	-6.79468896967905
0.19634954085	-1.7671458676	-6.98202225381528
0.19634954085	-1.7180584824	-7.12320578229296
0.19634954085	-1.6689710972	-7.350433621176
0.19634954085	-1.619883712	-7.75222494699119
0.19634954085	-1.5707963268	-8.36690509124442
0.19634954085	-1.5217089416	-9.15834391482641
0.19634954085	-1.4726215564	-9.98492379524657
0.19634954085	-1.4235341712	-10.5696670926517
0.19634954085	-1.3744467859	-10.6285750346135
0.19634954085	-1.3253594007	-10.1616019569226
0.19634954085	-1.2762720155	-9.43041495160575
0.19634954085	-1.2271846303	-8.71478630745291
0.19634954085	-1.1780972451	-8.14542097521816
0.19634954085	-1.1290098599	-7.74704910366719
0.19634954085	-1.0799224747	-7.46413997812195
0.19634954085	-1.0308350895	-7.20040179987391
0.19634954085	-0.9817477042	-6.86002977300316
0.19634954085	-0.932660319	-6.3966919937244
0.19634954085	-0.8835729338	-5.83011238007333
0.19634954085	-0.8344855486	-5.24176489226089
0.19634954085	-0.7853981634	-4.72105410169782
0.19634954085	-0.7363107782	-4.33409208685948
0.19634954085	-0.687223393	-4.1266704641833
0.19634954085	-0.6381360078	-4.12554896413423
0.19634954085	-0.5890486225	-4.33284761174534
0.19634954085	-0.5399612373	-4.7471078956959
0.19634954085	-0.49087385212	-5.3439635427861
0.19634954085	-0.44178646691	-6.07814405006107
0.19634954085	-0.3926990817	-6.87440098973948
0.19634954085	-0.34361169649	-7.61697697485961
0.19634954085	-0.29452431127	-8.17670543014572
0.19634954085	-0.24543692606	-8.47643125116785
0.19634954085	-0.19634954085	-8.52497524982082
0.19634954085	-0.14726215564	-8.41066936971563
0.19634954085	-0.09817477042	-8.23256852842552
0.19634954085	-0.049087385212	-8.04271968945059
0.19634954085	0	-7.84819357176378
0.19634954085	0.049087385212	-7.6194247306187
0.19634954085	0.09817477042	-7.31290987159059
0.19634954085	0.14726215564	-6.90714050860897
0.19634954085	0.19634954085	-6.41727368963998
0.19634954085	0.24543692606	-5.88115173192525
0.19634954085	0.29452431127	-5.3496753548307
0.19634954085	0.34361169649	-4.86345148491296
0.19634954085	0.3926990817	-4.44487967740193
0.19634954085	0.44178646691	-4.10347164291201
0.19634954085	0.49087385212	-3.83526169161294
0.19634954085	0.5399612373	-3.63308531601198
0.19634954085	0.5890486225	-3.49470112434024
0.19634954085	0.6381360078	-3.4195285108254
0.19634954085	0.687223393	-3.41584047528865
0.19634954085	0.7363107782	-3.49757985191041
0.19634954085	0.7853981634	-3.68168668138075
0.19634954085	0.8344855486	-3.98293677065217
0.19634954085	0.8835729338	-4.41153911430372
0.19634954085	0.932660319	-4.97597057477646
0.19634954085	0.9817477042	-5.67562746367769
0.19634954085	1.0308350895	-6.50337631486415
0.19634954085	1.0799224747	-7.43589835959703
0.19634954085	1.1290098599	-8.443291934008
0.19634954085	1.1780972451	-9.46223013919367
0.19634954085	1.2271846303	-10.4097870279245
0.19634954085	1.2762720155	-11.1961569606304
0.19634954085	1.3253594007	-11.7542773772339
0.19634954085	1.3744467859	-12.0687507014814
0.19634954085	1.4235341712	-12.1670634893642
0.19634954085	1.4726215564	-12.062679175741
0.19634954085	1.5217089416	-11.7190872250729
0.19634954085	1.5707963268	-11.0737477130965
0.19634954085	1.619883712	-10.1332521643836
0.19634954085	1.6689710972	-8.99428883183383
0.19634954085	1.7180584824	-7.80606405665319
0.19634954085	1.7671458676	-6.70617570909179
0.19634954085	1.8162332529	-5.78156095892588
0.19634954085	1.8653206381	-5.07450686785967
0.19634954085	1.9144080233	-4.60401390428746
0.19634954085	1.9634954085	-4.36060899066386
0.19634954085	2.0125827937	-4.32114519300078
0.19634954085	2.0616701789	-4.44167315303839
0.19634954085	2.1107575641	-4.65513814638636
0.19634954085	2.1598449493	-4.88826362056508
0.19634954085	2.2089323346	-5.08146855064053
